"CsFile","CsLine","RawRef","RefFile","RefLineLo","RefLineHi","Status","Detail"
"Svg/Layout/SpacingRules.cs","369","LILYPOND-REF: lily/note-column.cc:169-220 ","lily/note-column.cc","169","220","OK","lo=169 hi=220 totalLines=277"
"Svg/Layout/SpacingRules.cs","405","LILYPOND-REF: lily/note-column.cc:169-220 ","lily/note-column.cc","169","220","OK","lo=169 hi=220 totalLines=277"
"Svg/Layout/SpacingRules.cs","438","LILYPOND-REF: lily/spacing-basic.cc:100-130 ","lily/spacing-basic.cc","100","130","OK","lo=100 hi=130 totalLines=184"
"Svg/Layout/SpacingRules.cs","439","LILYPOND-REF: lily/note-spacing.cc:119-199 ","lily/note-spacing.cc","119","199","OK","lo=119 hi=199 totalLines=331"
"Svg/Layout/SpacingRules.cs","451","LILYPOND-REF: lily/spacing-basic.cc:109 ","lily/spacing-basic.cc","109","109","OK","lo=109 hi=109 totalLines=184"
"Svg/Layout/SpacingRules.cs","460","LILYPOND-REF: lily/spacing-basic.cc:107 ","lily/spacing-basic.cc","107","107","OK","lo=107 hi=107 totalLines=184"
"Svg/Layout/SpacingRules.cs","465","LILYPOND-REF: lily/note-spacing.cc:119-199 ","lily/note-spacing.cc","119","199","OK","lo=119 hi=199 totalLines=331"
"Svg/Layout/SpacingRules.cs","468","LILYPOND-REF: lily/note-spacing.cc:229-264 ","lily/note-spacing.cc","229","264","OK","lo=229 hi=264 totalLines=331"
"Svg/Layout/SpacingRules.cs","476","LILYPOND-REF: lily/spacing-basic.cc","lily/spacing-basic.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","491","LILYPOND-REF: lily/note-spacing.cc:119-199 ","lily/note-spacing.cc","119","199","OK","lo=119 hi=199 totalLines=331"
"Svg/Layout/SpacingRules.cs","540","LILYPOND-REF: lily/spacing-options.cc:68-104 ","lily/spacing-options.cc","68","104","OK","lo=68 hi=104 totalLines=108"
"Svg/Layout/SpacingRules.cs","554","LILYPOND-REF: lily/spacing-options.cc:68-104 ","lily/spacing-options.cc","68","104","OK","lo=68 hi=104 totalLines=108"
"Svg/Layout/SpacingRules.cs","555","LILYPOND-REF: lily/spacing-spanner.cc","lily/spacing-spanner.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","573","LILYPOND-REF: lily/spacing-options.cc:65-70 ","lily/spacing-options.cc","65","70","OK","lo=65 hi=70 totalLines=108"
"Svg/Layout/SpacingRules.cs","594","LILYPOND-REF: lily/spacing-spanner.cc:140-180","lily/spacing-spanner.cc","140","180","OK","lo=140 hi=180 totalLines=564"
"Svg/Layout/SpacingRules.cs","626","LILYPOND-REF: lily/spacing-spanner.cc","lily/spacing-spanner.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","655","LILYPOND-REF: lily/spacing-spanner.cc","lily/spacing-spanner.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","696","LILYPOND-REF: lily/spacing-basic.cc:140-155 ","lily/spacing-basic.cc","140","155","OK","lo=140 hi=155 totalLines=184"
"Svg/Layout/SpacingRules.cs","697","LILYPOND-REF: scm/define-grobs.scm:1585-1598 ","scm/define-grobs.scm","1585","1598","OK","lo=1585 hi=1598 totalLines=4414"
"Svg/Layout/SpacingRules.cs","711","LILYPOND-REF: lily/grace-spacing-engraver.cc","lily/grace-spacing-engraver.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","734","LILYPOND-REF: lily/grace-spacing-engraver.cc","lily/grace-spacing-engraver.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","761","LILYPOND-REF: lily/grace-spacing-engraver.cc:36-80 ","lily/grace-spacing-engraver.cc","36","80","OK","lo=36 hi=80 totalLines=103"
"Svg/Layout/SpacingRules.cs","778","LILYPOND-REF: lily/grace-spacing-engraver.cc","lily/grace-spacing-engraver.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","784","LILYPOND-REF: lily/grace-spacing-engraver.cc:36-80 ","lily/grace-spacing-engraver.cc","36","80","OK","lo=36 hi=80 totalLines=103"
"Svg/Layout/SpacingRules.cs","792","LILYPOND-REF: lily/grace-spacing-engraver.cc:65-80","lily/grace-spacing-engraver.cc","65","80","OK","lo=65 hi=80 totalLines=103"
"Svg/Layout/SpacingRules.cs","803","LILYPOND-REF: lily/grace-spacing-engraver.cc","lily/grace-spacing-engraver.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","811","LILYPOND-REF: lily/grace-spacing-engraver.cc:36-80 ","lily/grace-spacing-engraver.cc","36","80","OK","lo=36 hi=80 totalLines=103"
"Svg/Layout/SpacingRules.cs","831","LILYPOND-REF: lily/grace-spacing-engraver.cc:36-80 ","lily/grace-spacing-engraver.cc","36","80","OK","lo=36 hi=80 totalLines=103"
"Svg/Layout/SpacingRules.cs","853","LILYPOND-REF: lily/spacing-spanner.cc","lily/spacing-spanner.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","861","LILYPOND-REF: lily/spacing-basic.cc:109 ","lily/spacing-basic.cc","109","109","OK","lo=109 hi=109 totalLines=184"
"Svg/Layout/SpacingRules.cs","864","LILYPOND-REF: lily/spacing-basic.cc:107 ","lily/spacing-basic.cc","107","107","OK","lo=107 hi=107 totalLines=184"
"Svg/Layout/SpacingRules.cs","874","LILYPOND-REF: lily/note-spacing.cc:229-264 ","lily/note-spacing.cc","229","264","OK","lo=229 hi=264 totalLines=331"
"Svg/Layout/SpacingRules.cs","882","LILYPOND-REF: lily/spacing-basic.cc:115 ","lily/spacing-basic.cc","115","115","OK","lo=115 hi=115 totalLines=184"
"Svg/Layout/SpacingRules.cs","900","LILYPOND-REF: lily/spacing-spanner.cc:200-280","lily/spacing-spanner.cc","200","280","OK","lo=200 hi=280 totalLines=564"
"Svg/Layout/SpacingRules.cs","941","LILYPOND-REF: lily/spacing-spanner.cc:100-140 ","lily/spacing-spanner.cc","100","140","OK","lo=100 hi=140 totalLines=564"
"Svg/Layout/SpacingRules.cs","977","LILYPOND-REF: lily/spacing-spanner.cc:100-140 ","lily/spacing-spanner.cc","100","140","OK","lo=100 hi=140 totalLines=564"
"Svg/Layout/SpacingRules.cs","993","LILYPOND-REF: lily/separation-item.cc:49-70 ","lily/separation-item.cc","49","70","OK","lo=49 hi=70 totalLines=206"
"Svg/Layout/SpacingRules.cs","994","LILYPOND-REF: lily/note-spacing.cc:80-85 ","lily/note-spacing.cc","80","85","OK","lo=80 hi=85 totalLines=331"
"Svg/Layout/SpacingRules.cs","1047","LILYPOND-REF: lily/note-spacing.cc:80-85","lily/note-spacing.cc","80","85","OK","lo=80 hi=85 totalLines=331"
"Svg/Layout/SpacingRules.cs","1085","LILYPOND-REF: lily/separation-item.cc:49-70 ","lily/separation-item.cc","49","70","OK","lo=49 hi=70 totalLines=206"
"Svg/Layout/SpacingRules.cs","1146","LILYPOND-REF: lily/font-metric.cc:100-120 ","lily/font-metric.cc","100","120","OK","lo=100 hi=120 totalLines=158"
"Svg/Layout/SpacingRules.cs","1192","LILYPOND-REF: lily/note-column.cc","lily/note-column.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","1315","LILYPOND-REF: lily/note-column.cc","lily/note-column.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","1372","LILYPOND-REF: lily/separation-item.cc","lily/separation-item.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","1454","LILYPOND-REF: lily/note-spacing.cc:44-86","lily/note-spacing.cc","44","86","OK","lo=44 hi=86 totalLines=331"
"Svg/Layout/SpacingRules.cs","1462","LILYPOND-REF: scm/define-grobs.scm","scm/define-grobs.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","1463","LILYPOND-REF: lily/separation-item.cc:49-70 ","lily/separation-item.cc","49","70","OK","lo=49 hi=70 totalLines=206"
"Svg/Layout/SpacingRules.cs","1474","LILYPOND-REF: scm/define-grobs.scm","scm/define-grobs.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpacingRules.cs","1488","LILYPOND-REF: lily/separation-item.cc:49-70","lily/separation-item.cc","49","70","OK","lo=49 hi=70 totalLines=206"
"Svg/Layout/SpacingRules.cs","1506","LILYPOND-REF: lily/separation-item.cc:49-70 ","lily/separation-item.cc","49","70","OK","lo=49 hi=70 totalLines=206"
"Svg/Layout/Spring.cs","21","LILYPOND-REF: lily/spring.cc:1-250 ","lily/spring.cc","1","250","RangeOOB","lo=1 hi=250 totalLines=238"
"Svg/Layout/Spring.cs","24","LILYPOND-REF: lily/spring.cc:220-240 ","lily/spring.cc","220","240","RangeOOB","lo=220 hi=240 totalLines=238"
"Svg/Layout/Spring.cs","96","LILYPOND-REF: lily/spring.cc:29-35","lily/spring.cc","29","35","OK","lo=29 hi=35 totalLines=238"
"Svg/Layout/Spring.cs","124","LILYPOND-REF: lily/spring.cc:105-131 ","lily/spring.cc","105","131","OK","lo=105 hi=131 totalLines=238"
"Svg/Layout/Spring.cs","160","LILYPOND-REF: lily/spring.cc:88-95 ","lily/spring.cc","88","95","OK","lo=88 hi=95 totalLines=238"
"Svg/Layout/Spring.cs","177","LILYPOND-REF: lily/spring.cc:220-240 ","lily/spring.cc","220","240","RangeOOB","lo=220 hi=240 totalLines=238"
"Svg/Layout/Spring.cs","181","LILYPOND-REF: lily/spring.cc:228-234 - ","lily/spring.cc","228","234","OK","lo=228 hi=234 totalLines=238"
"Svg/Layout/SpringSolver.cs","25","LILYPOND-REF: lily/simple-spacer.cc:1-300 ","lily/simple-spacer.cc","1","300","OK","lo=1 hi=300 totalLines=580"
"Svg/Layout/SpringSolver.cs","43","LILYPOND-REF: lily/simple-spacer.cc:250-275 ","lily/simple-spacer.cc","250","275","OK","lo=250 hi=275 totalLines=580"
"Svg/Layout/SpringSolver.cs","49","LILYPOND-REF: lily/simple-spacer.cc","lily/simple-spacer.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SpringSolver.cs","58","LILYPOND-REF: lily/simple-spacer.cc:159-162 ","lily/simple-spacer.cc","159","162","OK","lo=159 hi=162 totalLines=580"
"Svg/Layout/SpringSolver.cs","82","LILYPOND-REF: lily/simple-spacer.cc:165-172 ","lily/simple-spacer.cc","165","172","OK","lo=165 hi=172 totalLines=580"
"Svg/Layout/SpringSolver.cs","96","LILYPOND-REF: lily/simple-spacer.cc:175-205 ","lily/simple-spacer.cc","175","205","OK","lo=175 hi=205 totalLines=580"
"Svg/Layout/SpringSolver.cs","130","LILYPOND-REF: lily/simple-spacer.cc:201-202","lily/simple-spacer.cc","201","202","OK","lo=201 hi=202 totalLines=580"
"Svg/Layout/SpringSolver.cs","147","LILYPOND-REF: lily/simple-spacer.cc:207-225 ","lily/simple-spacer.cc","207","225","OK","lo=207 hi=225 totalLines=580"
"Svg/Layout/SpringSolver.cs","169","LILYPOND-REF: lily/simple-spacer.cc:233-288 ","lily/simple-spacer.cc","233","288","OK","lo=233 hi=288 totalLines=580"
"Svg/Layout/SpringSolver.cs","174","LILYPOND-REF: lily/simple-spacer.cc:250-275 ","lily/simple-spacer.cc","250","275","OK","lo=250 hi=275 totalLines=580"
"Svg/Layout/SpringSolver.cs","216","LILYPOND-REF: lily/simple-spacer.cc:250-275","lily/simple-spacer.cc","250","275","OK","lo=250 hi=275 totalLines=580"
"Svg/Layout/SpringSolver.cs","234","LILYPOND-REF: lily/simple-spacer.cc:250-275","lily/simple-spacer.cc","250","275","OK","lo=250 hi=275 totalLines=580"
"Svg/Layout/SpringSolver.cs","241","LILYPOND-REF: lily/simple-spacer.cc:295-305 ","lily/simple-spacer.cc","295","305","OK","lo=295 hi=305 totalLines=580"
"Svg/Layout/SpringSolver.cs","267","LILYPOND-REF: lily/simple-spacer.cc:309-321 ","lily/simple-spacer.cc","309","321","OK","lo=309 hi=321 totalLines=580"
"Svg/Layout/SpringSolver.cs","292","LILYPOND-REF: lily/simple-spacer.cc:92-128 ","lily/simple-spacer.cc","92","128","OK","lo=92 hi=128 totalLines=580"
"Svg/Layout/SpringSolver.cs","302","LILYPOND-REF: lily/simple-spacer.cc:92-128 ","lily/simple-spacer.cc","92","128","OK","lo=92 hi=128 totalLines=580"
"Svg/Layout/SpringSolver.cs","307","LILYPOND-REF: lily/simple-spacer.cc:92-128 ","lily/simple-spacer.cc","92","128","OK","lo=92 hi=128 totalLines=580"
"Svg/Layout/SpringSolver.cs","318","LILYPOND-REF: lily/simple-spacer.cc:92-128","lily/simple-spacer.cc","92","128","OK","lo=92 hi=128 totalLines=580"
"Svg/Layout/StaffSpacingParameters.cs","24","LILYPOND-REF: scm/define-grobs.scm:3040-3054 ","scm/define-grobs.scm","3040","3054","OK","lo=3040 hi=3054 totalLines=4414"
"Svg/Layout/StaffSpacingParameters.cs","25","LILYPOND-REF: lily/staff-grouper-interface.cc","lily/staff-grouper-interface.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/StaffSpacingParameters.cs","35","LILYPOND-REF: scm/define-grobs.scm:3042-3045","scm/define-grobs.scm","3042","3045","OK","lo=3042 hi=3045 totalLines=4414"
"Svg/Layout/StaffSpacingParameters.cs","54","LILYPOND-REF: scm/define-grobs.scm:3046-3049","scm/define-grobs.scm","3046","3049","OK","lo=3046 hi=3049 totalLines=4414"
"Svg/Layout/StaffSpacingParameters.cs","72","LILYPOND-REF: lily/align-interface.cc:240-252 ","lily/align-interface.cc","240","252","OK","lo=240 hi=252 totalLines=378"
"Svg/Layout/StaffSpacingParameters.cs","89","LILYPOND-REF: lily/page-layout-problem.cc:656-717 ","lily/page-layout-problem.cc","656","717","OK","lo=656 hi=717 totalLines=1373"
"Svg/Layout/StaffSpacingParameters.cs","90","LILYPOND-REF: lily/staff-grouper-interface.cc","lily/staff-grouper-interface.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/StemCalculator.cs","23","LILYPOND-REF: scm/define-grobs.scm:3121-3141 ","scm/define-grobs.scm","3121","3141","OK","lo=3121 hi=3141 totalLines=4414"
"Svg/Layout/StemCalculator.cs","24","LILYPOND-REF: lily/stem.cc:415-523 ","lily/stem.cc","415","523","OK","lo=415 hi=523 totalLines=1371"
"Svg/Layout/StemCalculator.cs","73","LILYPOND-REF: lily/stem.cc:1012-1022 ","lily/stem.cc","1012","1022","OK","lo=1012 hi=1022 totalLines=1371"
"Svg/Layout/StemCalculator.cs","89","LILYPOND-REF: lily/stem.cc:415-523 ","lily/stem.cc","415","523","OK","lo=415 hi=523 totalLines=1371"
"Svg/Layout/StemCalculator.cs","90","LILYPOND-REF: lily/stem.cc:1024-1155 ","lily/stem.cc","1024","1155","OK","lo=1024 hi=1155 totalLines=1371"
"Svg/Layout/StemCalculator.cs","106","LILYPOND-REF: lily/stem.cc:415-523 ","lily/stem.cc","415","523","OK","lo=415 hi=523 totalLines=1371"
"Svg/Layout/StemCalculator.cs","185","LILYPOND-REF: lily/stem.cc:1024-1155 ","lily/stem.cc","1024","1155","OK","lo=1024 hi=1155 totalLines=1371"
"Svg/Layout/StemDirection.cs","25","LILYPOND-REF: lily/stem.cc:681-701 ","lily/stem.cc","681","701","OK","lo=681 hi=701 totalLines=1371"
"Svg/Layout/StemDirection.cs","26","LILYPOND-REF: lily/stem.cc:665-680 ","lily/stem.cc","665","680","OK","lo=665 hi=680 totalLines=1371"
"Svg/Layout/StemDirection.cs","106","LILYPOND-REF: lily/stem.cc:681-701 ","lily/stem.cc","681","701","OK","lo=681 hi=701 totalLines=1371"
"Svg/Layout/SystemBreaker.cs","27","LILYPOND-REF: lily/constrained-breaking.cc","lily/constrained-breaking.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SystemBreaker.cs","28","LILYPOND-REF: lily/page-breaking.cc","lily/page-breaking.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SystemBreaker.cs","44","LILYPOND-REF: lily/constrained-breaking.cc","lily/constrained-breaking.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SystemLayouter.cs","27","LILYPOND-REF: lily/spacing-spanner.cc","lily/spacing-spanner.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SystemLayouter.cs","28","LILYPOND-REF: lily/system.cc","lily/system.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SystemLayouter.cs","110","LILYPOND-REF: lily/page-spacing.cc","lily/page-spacing.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/SystemLayouter.cs","112","LILYPOND-REF: lily/simple-spacer.cc:175-205 ","lily/simple-spacer.cc","175","205","OK","lo=175 hi=205 totalLines=580"
"Svg/Layout/SystemLayouter.cs","168","LILYPOND-REF: lily/separation-item.cc:49-70 ","lily/separation-item.cc","49","70","OK","lo=49 hi=70 totalLines=206"
"Svg/Layout/SystemLayouter.cs","197","LILYPOND-REF: lily/note-spacing.cc:80-85 ","lily/note-spacing.cc","80","85","OK","lo=80 hi=85 totalLines=331"
"Svg/Layout/SystemLayouter.cs","245","LILYPOND-REF: lily/simple-spacer.cc:175-205 ","lily/simple-spacer.cc","175","205","OK","lo=175 hi=205 totalLines=580"
"Svg/Layout/TextSpannerEngraver.cs","27","LILYPOND-REF: scm/define-grobs.scm:3504-3535 ","scm/define-grobs.scm","3504","3535","OK","lo=3504 hi=3535 totalLines=4414"
"Svg/Layout/TextSpannerEngraver.cs","57","LILYPOND-REF: lily/line-spanner.cc:526-648 ","lily/line-spanner.cc","526","648","OK","lo=526 hi=648 totalLines=759"
"Svg/Layout/TextSpannerEngraver.cs","58","LILYPOND-REF: scm/define-grobs.scm:3504-3535 ","scm/define-grobs.scm","3504","3535","OK","lo=3504 hi=3535 totalLines=4414"
"Svg/Layout/TextSpannerEngraver.cs","59","LILYPOND-REF: lily/axis-group-interface.cc:864-989 ","lily/axis-group-interface.cc","864","989","OK","lo=864 hi=989 totalLines=1058"
"Svg/Layout/TextSpannerEngraver.cs","79","LILYPOND-REF: scm/define-grobs.scm:3514 ","scm/define-grobs.scm","3514","3514","OK","lo=3514 hi=3514 totalLines=4414"
"Svg/Layout/TextSpannerEngraver.cs","85","LILYPOND-REF: scm/define-grobs.scm:3513 ","scm/define-grobs.scm","3513","3513","OK","lo=3513 hi=3513 totalLines=4414"
"Svg/Layout/TextSpannerEngraver.cs","91","LILYPOND-REF: scm/define-grobs.scm:3506 ","scm/define-grobs.scm","3506","3506","OK","lo=3506 hi=3506 totalLines=4414"
"Svg/Layout/TextSpannerEngraver.cs","115","LILYPOND-REF: scm/define-grobs.scm:3521 ","scm/define-grobs.scm","3521","3521","OK","lo=3521 hi=3521 totalLines=4414"
"Svg/Layout/TextSpannerEngraver.cs","399","LILYPOND-REF: lily/text-spanner-engraver.cc","lily/text-spanner-engraver.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/TieDetails.cs","26","LILYPOND-REF: lily/tie-details.cc:37-93 ","lily/tie-details.cc","37","93","OK","lo=37 hi=93 totalLines=102"
"Svg/Layout/TieDetails.cs","27","LILYPOND-REF: scm/define-grobs.scm:3537-3575 ","scm/define-grobs.scm","3537","3575","OK","lo=3537 hi=3575 totalLines=4414"
"Svg/Layout/TieEngraver.cs","27","LILYPOND-REF: lily/tie-formatting-problem.cc:1-1286 ","lily/tie-formatting-problem.cc","1","1286","OK","lo=1 hi=1286 totalLines=1286"
"Svg/Layout/TieEngraver.cs","28","LILYPOND-REF: lily/bezier-bow.cc:1-132 ","lily/bezier-bow.cc","1","132","OK","lo=1 hi=132 totalLines=133"
"Svg/Layout/TieEngraver.cs","102","LILYPOND-REF: lily/bezier-bow.cc:28-38 ","lily/bezier-bow.cc","28","38","OK","lo=28 hi=38 totalLines=133"
"Svg/Layout/TieFormattingProblem.cs","72","LILYPOND-REF: lily/tie-formatting-problem.cc:1-1286 ","lily/tie-formatting-problem.cc","1","1286","OK","lo=1 hi=1286 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","73","LILYPOND-REF: lily/tie-configuration.cc","lily/tie-configuration.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/TieFormattingProblem.cs","74","LILYPOND-REF: lily/misc.cc:48-65 ","lily/misc.cc","48","65","OK","lo=48 hi=65 totalLines=78"
"Svg/Layout/TieFormattingProblem.cs","122","LILYPOND-REF: lily/misc.cc:48-55 ","lily/misc.cc","48","55","OK","lo=48 hi=55 totalLines=78"
"Svg/Layout/TieFormattingProblem.cs","135","LILYPOND-REF: lily/misc.cc:60-65 ","lily/misc.cc","60","65","OK","lo=60 hi=65 totalLines=78"
"Svg/Layout/TieFormattingProblem.cs","147","LILYPOND-REF: lily/bezier-bow.cc:28-38 ","lily/bezier-bow.cc","28","38","OK","lo=28 hi=38 totalLines=133"
"Svg/Layout/TieFormattingProblem.cs","162","LILYPOND-REF: lily/bezier-bow.cc","lily/bezier-bow.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/TieFormattingProblem.cs","179","LILYPOND-REF: lily/tie-formatting-problem.cc:970-1050 ","lily/tie-formatting-problem.cc","970","1050","OK","lo=970 hi=1050 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","213","LILYPOND-REF: lily/tie-formatting-problem.cc:1123-1153 ","lily/tie-formatting-problem.cc","1123","1153","OK","lo=1123 hi=1153 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","247","LILYPOND-REF: lily/tie-formatting-problem.cc:1130-1150","lily/tie-formatting-problem.cc","1130","1150","OK","lo=1130 hi=1150 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","334","LILYPOND-REF: lily/tie-formatting-problem.cc:741-821 ","lily/tie-formatting-problem.cc","741","821","OK","lo=741 hi=821 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","372","LILYPOND-REF: lily/tie-formatting-problem.cc:779-793","lily/tie-formatting-problem.cc","779","793","OK","lo=779 hi=793 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","394","LILYPOND-REF: lily/tie-formatting-problem.cc:765-775","lily/tie-formatting-problem.cc","765","775","OK","lo=765 hi=775 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","418","LILYPOND-REF: lily/tie-formatting-problem.cc:795-818 ","lily/tie-formatting-problem.cc","795","818","OK","lo=795 hi=818 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","419","LILYPOND-REF: lily/dots-engraver.cc:62-80 ","lily/dots-engraver.cc","62","80","OK","lo=62 hi=80 totalLines=85"
"Svg/Layout/TieFormattingProblem.cs","449","LILYPOND-REF: lily/tie-formatting-problem.cc:639-723 ","lily/tie-formatting-problem.cc","639","723","OK","lo=639 hi=723 totalLines=1286"
"Svg/Layout/TieFormattingProblem.cs","493","LILYPOND-REF: lily/tie-formatting-problem.cc:875-886","lily/tie-formatting-problem.cc","875","886","OK","lo=875 hi=886 totalLines=1286"
"Svg/Layout/TieLayout.cs","24","LILYPOND-REF: lily/tie.cc","lily/tie.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/TieLayout.cs","25","LILYPOND-REF: lily/tie-formatting-problem.cc","lily/tie-formatting-problem.cc",,,"NoRange","rangeRaw=''"
"Svg/Layout/TrillSpannerEngraver.cs","27","LILYPOND-REF: scm/define-grobs.scm:2175-2230 ","scm/define-grobs.scm","2175","2230","OK","lo=2175 hi=2230 totalLines=4414"
"Svg/Layout/TrillSpannerEngraver.cs","49","LILYPOND-REF: scm/scheme-engravers.scm","scm/scheme-engravers.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/TrillSpannerEngraver.cs","50","LILYPOND-REF: scm/define-grobs.scm:2175-2230 ","scm/define-grobs.scm","2175","2230","OK","lo=2175 hi=2230 totalLines=4414"
"Svg/Layout/TrillSpannerEngraver.cs","64","LILYPOND-REF: scm/define-grobs.scm:2189 ","scm/define-grobs.scm","2189","2189","OK","lo=2189 hi=2189 totalLines=4414"
"Svg/Layout/TrillSpannerEngraver.cs","70","LILYPOND-REF: scm/define-grobs.scm:2213 ","scm/define-grobs.scm","2213","2213","OK","lo=2213 hi=2213 totalLines=4414"
"Svg/Layout/TrillSpannerEngraver.cs","97","LILYPOND-REF: scm/scheme-engravers.scm:92-125 ","scm/scheme-engravers.scm","92","125","OK","lo=92 hi=125 totalLines=2641"
"Svg/Layout/TrillSpannerEngraver.cs","98","LILYPOND-REF: lily/line-spanner.cc:526-648 ","lily/line-spanner.cc","526","648","OK","lo=526 hi=648 totalLines=759"
"Svg/Layout/TrillSpannerEngraver.cs","134","LILYPOND-REF: scm/define-grobs.scm:2213 ","scm/define-grobs.scm","2213","2213","OK","lo=2213 hi=2213 totalLines=4414"
"Svg/Layout/TupletBracketEngraver.cs","27","LILYPOND-REF: lily/tuplet-bracket.cc:200-350 ","lily/tuplet-bracket.cc","200","350","OK","lo=200 hi=350 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","45","LILYPOND-REF: lily/tuplet-bracket.cc:1-400 ","lily/tuplet-bracket.cc","1","400","OK","lo=1 hi=400 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","46","LILYPOND-REF: lily/tuplet-bracket.cc:560-630 ","lily/tuplet-bracket.cc","560","630","OK","lo=560 hi=630 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","47","LILYPOND-REF: lily/tuplet-engraver.cc:1-200 ","lily/tuplet-engraver.cc","1","200","OK","lo=1 hi=200 totalLines=295"
"Svg/Layout/TupletBracketEngraver.cs","57","LILYPOND-REF: scm/define-grobs.scm","scm/define-grobs.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/TupletBracketEngraver.cs","64","LILYPOND-REF: scm/define-grobs.scm","scm/define-grobs.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/TupletBracketEngraver.cs","74","LILYPOND-REF: lily/tuplet-bracket.cc:400-500 ","lily/tuplet-bracket.cc","400","500","OK","lo=400 hi=500 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","75","LILYPOND-REF: scm/define-grobs.scm","scm/define-grobs.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/TupletBracketEngraver.cs","83","LILYPOND-REF: lily/tuplet-bracket.cc:560-630 ","lily/tuplet-bracket.cc","560","630","OK","lo=560 hi=630 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","84","LILYPOND-REF: lily/tuplet-bracket.cc:200-350 ","lily/tuplet-bracket.cc","200","350","OK","lo=200 hi=350 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","85","LILYPOND-REF: scm/define-grobs.scm","scm/define-grobs.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/TupletBracketEngraver.cs","125","LILYPOND-REF: lily/tuplet-bracket.cc:145-180 ","lily/tuplet-bracket.cc","145","180","OK","lo=145 hi=180 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","129","LILYPOND-REF: lily/tuplet-bracket.cc:560-630 ","lily/tuplet-bracket.cc","560","630","OK","lo=560 hi=630 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","132","LILYPOND-REF: scm/define-grobs.scm","scm/define-grobs.scm",,,"NoRange","rangeRaw=''"
"Svg/Layout/TupletBracketEngraver.cs","135","LILYPOND-REF: lily/tuplet-bracket.cc:200-350 ","lily/tuplet-bracket.cc","200","350","OK","lo=200 hi=350 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","182","LILYPOND-REF: lily/tuplet-bracket.cc:597-629 ","lily/tuplet-bracket.cc","597","629","OK","lo=597 hi=629 totalLines=915"
"Svg/Layout/TupletBracketEngraver.cs","200","LILYPOND-REF: lily/tuplet-bracket.cc:605-615","lily/tuplet-bracket.cc","605","615","OK","lo=605 hi=615 totalLines=915"
