"File","Line","Literals","Text","NearbyRef","Decision"
"Svg/Layout/SpacingRules.cs","33","3.6","public const double QuarterNoteWidth = 3.6;","","Yellow"
"Svg/Layout/SpacingRules.cs","36","2.0","public const double MinNoteWidth = 2.0;","","Red"
"Svg/Layout/SpacingRules.cs","39","1.2","public const double AccidentalWidth = 1.2;","","Red"
"Svg/Layout/SpacingRules.cs","42","0.6","public const double DotWidth = 0.6;","","Red"
"Svg/Layout/SpacingRules.cs","45","0.8","public const double BarlineWidth = 0.8;","","Red"
"Svg/Layout/SpacingRules.cs","48","1.6","public const double RepeatBarlineWidth = 1.6;","","Red"
"Svg/Layout/SpacingRules.cs","51","1.2","public const double DoubleBarlineWidth = 1.2;","","Red"
"Svg/Layout/SpacingRules.cs","169","1.5","BarlineType.RepeatBoth => RepeatBarlineWidth * 1.5,","","Red"
"Svg/Layout/SpacingRules.cs","288","2.0","return clefWidth / 2.0 + GlyphMetrics.ClefChangePadding;","LILYPOND-REF: lily/clef.cc — change clefs are smaller variants","Green"
"Svg/Layout/SpacingRules.cs","295","2.0","return keyWidth / 2.0 + GlyphMetrics.ClefChangePadding;","","Red"
"Svg/Layout/SpacingRules.cs","352","2.0","return clefWidth / 2.0 + GlyphMetrics.ClefChangePadding;","","Red"
"Svg/Layout/SpacingRules.cs","359","2.0","return keyWidth / 2.0 + GlyphMetrics.ClefChangePadding;","","Red"
"Svg/Layout/SpacingRules.cs","482","0.1","double inverseStretchStrength = Math.Max(0.1, idealDistance - defaultMin);","","Red"
"Svg/Layout/SpacingRules.cs","522","0.5","return noteParams.StemSpacingCorrection * increment * 0.5;","LILYPOND-REF: note-spacing.cc:141-162 (different direction correction)","Green"
"Svg/Layout/SpacingRules.cs","532","0.5","return -noteParams.SameDirectionCorrection * increment * 0.5;","LILYPOND-REF: note-spacing.cc:305-310","Green"
"Svg/Layout/SpacingRules.cs","575","1.0","if (ratio < 1.0)","LILYPOND-REF: lily/spacing-options.cc:65-70 get_duration_space()","Green"
"Svg/Layout/SpacingRules.cs","578","1.0","spaceFactor = EngravingDefaults.ShortestDurationSpace + ratio - 1.0;","LILYPOND-REF: lily/spacing-options.cc:65-70 get_duration_space()","Green"
"Svg/Layout/SpacingRules.cs","614","1.0","if (ratio < 1.0)","","Red"
"Svg/Layout/SpacingRules.cs","615","1.0","spaceFactor = EngravingDefaults.ShortestDurationSpace + ratio - 1.0;","","Red"
"Svg/Layout/SpacingRules.cs","716","1.0","double spaceFactor = ratio < 1.0","LILYPOND-REF: lily/grace-spacing-engraver.cc — use per-group common shortest duration","Green"
"Svg/Layout/SpacingRules.cs","717","1.0","? gp.ShortestDurationSpace + ratio - 1.0","","Red"
"Svg/Layout/SpacingRules.cs","725","2.0","double inverseStretchStrength = gp.SpacingIncrement / 2.0;","LILYPOND-REF: spacing-basic.cc:153","Green"
"Svg/Layout/SpacingRules.cs","805","0.4","public const double GraceToMainRod = 0.4;","LILYPOND-REF: lily/grace-spacing-engraver.cc — distance from grace column to main column","Green"
"Svg/Layout/SpacingRules.cs","883","0.1","double inverseStretchStrength = Math.Max(0.1, idealDistance - defaultMin);","LILYPOND-REF: lily/spacing-basic.cc:115 note_spacing() - inverse_stretch","Green"
"Svg/Layout/SpacingRules.cs","1099","0.5","const double lyricPadding = 0.5;  // staff spaces","","Red"
"Svg/Layout/SpacingRules.cs","1153","3.2","const double fontSize = 3.2;  // staff spaces (matches SvgRenderer)","","Yellow"
"Svg/Layout/SpacingRules.cs","1159","0.3","'i' or 'l' or 'I' or '!' or '.' or '\'' or '-' => 0.3,","","Red"
"Svg/Layout/SpacingRules.cs","1160","0.7","'m' or 'w' or 'M' or 'W' => 0.7,","","Red"
"Svg/Layout/SpacingRules.cs","1161","0.5","_ => 0.5","","Red"
"Svg/Layout/SpacingRules.cs","1199","2.0","double noteY = staffY - noteInfo.StaffPosition / 2.0;","","Red"
"Svg/Layout/SpacingRules.cs","1221","0.5","double dotYOffset = (noteInfo.StaffPosition % 2 == 0) ? -0.5 : 0;","","Red"
"Svg/Layout/SpacingRules.cs","1222","2.0","double noteY = staffY - noteInfo.StaffPosition / 2.0;","","Red"
"Svg/Layout/SpacingRules.cs","1238","2.0","NoteItem note => staffY - note.StaffPosition / 2.0,","","Red"
"Svg/Layout/SpacingRules.cs","1296","0.5","double dotYOffset = (staffPosition % 2 == 0) ? -0.5 : 0;","","Red"
"Svg/Layout/SpacingRules.cs","1391","2.0","double noteY = staffY - noteInfo.StaffPosition / 2.0;","","Red"
"Svg/Layout/SpacingRules.cs","1408","2.0","double noteY = staffY - layout.StaffPosition / 2.0;","","Red"
"Svg/Layout/SpacingRules.cs","1417","2.0","double noteY = staffY - note.StaffPosition / 2.0;","","Red"
"Svg/Layout/SpacingRules.cs","1477","1.0, 1.0","ClefChangeItem => 1.0,           // (clef . (extra-space . 1.0))","LILYPOND-REF: scm/define-grobs.scm BarLine space-alist","Green"
"Svg/Layout/SpacingRules.cs","1478","1.0, 1.0","KeySignatureChangeItem => 1.0,   // (key-signature . (extra-space . 1.0))","LILYPOND-REF: scm/define-grobs.scm BarLine space-alist","Green"
"Svg/Layout/SpacingRules.cs","1479","1.3, 1.3","_ when isFirstInMeasure => 1.3,  // (first-note . (semi-shrink-space . 1.3))","LILYPOND-REF: scm/define-grobs.scm BarLine space-alist","Green"
"Svg/Layout/SpacingRules.cs","1480","0.9, 0.9","_ => 0.9                         // (next-note . (semi-fixed-space . 0.9))","","Red"
"Svg/Layout/SpacingRules.cs","1496","1.0","ClefChangeItem => 1.0,","","Red"
"Svg/Layout/SpacingRules.cs","1497","1.0","KeySignatureChangeItem => 1.0,","","Red"
"Svg/Layout/SpacingRules.cs","1557","2.0","return clefWidth / 2.0 + GlyphMetrics.ClefChangePadding;","","Red"
"Svg/Layout/SpacingRules.cs","1563","2.0","return keyWidth / 2.0 + GlyphMetrics.ClefChangePadding;","","Red"
"Svg/Layout/LyricEngraver.cs","32","2.5","public double StaffPadding { get; init; } = 2.5;","LILYPOND-REF: lily/lyric-engraver.cc:20-30 default parameters","Green"
"Svg/Layout/LyricEngraver.cs","35","0.5","public double MinSyllableSpacing { get; init; } = 0.5;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","38","1.2","public double FontSize { get; init; } = 1.2;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","41","0.4","public double HyphenWidth { get; init; } = 0.4;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","44","0.3","public double MinHyphenLength { get; init; } = 0.3;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","47","0.2","public double HyphenPadding { get; init; } = 0.2;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","50","0.04","public double ExtenderThickness { get; init; } = 0.04;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","53","1.8","public double VerseSpacing { get; init; } = 1.8;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","150","2.0","const double maxShift = 2.0;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","168","0.6","double effectiveWidth = 0.6; // Use a smaller effective width for collision","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","288","3.2","const double fontSize = 3.2;","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","295","0.25","' ' => 0.25,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","296","0.25","'!' or '.' or ',' or ':' or ';' or '\'' or '|' => 0.25,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","297","0.28","'i' or 'l' or 'j' => 0.28,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","298","0.33","'f' or 't' or 'r' => 0.33,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","299","0.39","'s' or 'z' => 0.39,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","300","0.44","'a' or 'c' or 'e' => 0.44,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","301","0.50","'b' or 'd' or 'g' or 'h' or 'k' or 'n' or 'o' or 'p' or 'q' or 'u' or 'v' or 'x' or 'y' => 0.50,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","302","0.72","'w' => 0.72,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","303","0.78","'m' => 0.78,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","304","0.33","'I' => 0.33,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","305","0.39","'J' => 0.39,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","308","0.61","or 'X' or 'Y' or 'Z' => 0.61,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","309","0.83","'M' or 'W' => 0.83,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","310","0.33","'-' => 0.33,","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/LyricEngraver.cs","311","0.50","_ => 0.50","(file-level) LILYPOND-REF: scm/define-grobs.scm:3020-3060 LyricText grob","Yellow"
"Svg/Layout/MultiStaffLayouter.cs","156","0.70","private const double OssiaScaleFactor = 0.70;","LILYPOND-REF: ly/engraver-init.ly — ossia staves typically use fontSize = #-3","Green"
"Svg/Layout/MultiStaffLayouter.cs","378","1.0","double braceX = _options.MarginLeft + CurrentIndent - 1.0;","(file-level) LILYPOND-REF: lily/system.cc","Yellow"
"Svg/Layout/MultiStaffLayouter.cs","531","1.0","double bracketX = _options.MarginLeft + CurrentIndent - 1.0;","(file-level) LILYPOND-REF: lily/system.cc","Yellow"
"Svg/Layout/MultiStaffLayouter.cs","576","1.0","double braceX = _options.MarginLeft + CurrentIndent - 1.0;","(file-level) LILYPOND-REF: lily/system.cc","Yellow"
"Svg/Layout/MultiStaffLayouter.cs","667","1.0","double bracketX = _options.MarginLeft + CurrentIndent - 1.0;","(file-level) LILYPOND-REF: lily/system.cc","Yellow"
"Svg/Layout/MultiStaffLayouter.cs","1028","1.0","double braceX = _options.MarginLeft + CurrentIndent - 1.0;","(file-level) LILYPOND-REF: lily/system.cc","Yellow"
"Svg/Layout/MultiStaffLayouter.cs","1125","1.0","double bracketX = _options.MarginLeft + CurrentIndent - 1.0;","(file-level) LILYPOND-REF: lily/system.cc","Yellow"
"Svg/Layout/PageBreaker.cs","66","1.0","public double InverseHooke { get; init; } = 1.0;","LILYPOND-REF: lily/include/constrained-breaking.hh:71 inverse_hooke_</remarks>","Green"
"Svg/Layout/PageBreaker.cs","239","0.1","/ Math.Max(0.1, _inverseSpringK);","(file-level) LILYPOND-REF: lily/include/constrained-breaking.hh:45-119 Line_details struct","Yellow"
"Svg/Layout/PageLayouter.cs","119","0.1, 60.0, 0.1","InverseHooke = Math.Max(0.1, spec.Stretchability > 0 ? spec.Stretchability / 60.0 : 0.1),","(file-level) LILYPOND-REF: lily/page-spacing.cc Page_spacer class","Yellow"
"Svg/Layout/PageLayouter.cs","281","60.0, 0.1","double inverseHooke = spec.Stretchability > 0 ? spec.Stretchability / 60.0 : 0.1;","(file-level) LILYPOND-REF: lily/page-spacing.cc Page_spacer class","Yellow"
"Svg/Layout/SkylineBuilder.cs","205","2.0","double noteY = staffMiddleY - chordNote.StaffPosition / 2.0;","(file-level) LILYPOND-REF: lily/page-layout-problem.cc:1075-1124 build_system_skyline()","Yellow"
"Svg/Layout/SkylineBuilder.cs","241","2.0","double noteY = staffMiddleY - note.StaffPosition / 2.0;","(file-level) LILYPOND-REF: lily/page-layout-problem.cc:1075-1124 build_system_skyline()","Yellow"
"Svg/Layout/SkylineBuilder.cs","299","2.0","double ledgerY = noteY + (staffPosition - pos) / 2.0;","(file-level) LILYPOND-REF: lily/page-layout-problem.cc:1075-1124 build_system_skyline()","Yellow"
"Svg/Layout/SkylineBuilder.cs","312","2.0","double ledgerY = noteY + (staffPosition - pos) / 2.0;","(file-level) LILYPOND-REF: lily/page-layout-problem.cc:1075-1124 build_system_skyline()","Yellow"
"Svg/Layout/Skyline.cs","122","0.0","return Distance(other, 0.0);","(file-level) LILYPOND-REF: lily/skyline.cc — Skyline class (simplified version)","Yellow"
"Svg/Layout/HorizontalSkyline.cs","53","10","else if (Math.Abs(xAtBottom - xAtTop) < 1e-10)","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/HorizontalSkyline.cs","61","10","if (Math.Abs(length) < 1e-10)","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/VerticalSkyline.cs","59","10","else if (Math.Abs(startHeight - endHeight) < 1e-10)","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/VerticalSkyline.cs","68","10","if (Math.Abs(length) < 1e-10)","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/VerticalSkyline.cs","466","10","if (Math.Abs(last.XRight - segment.XLeft) < 1e-10 &&","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/VerticalSkyline.cs","467","10","Math.Abs(last.Slope - segment.Slope) < 1e-10 &&","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/VerticalSkyline.cs","468","10","Math.Abs(last.Height(last.XRight) - segment.Height(segment.XLeft)) < 1e-10)","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/VerticalSkyline.cs","592","0.0","if (horizonPadding <= 0.0)","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/VerticalSkyline.cs","689","0.0","if (horizonPadding <= 0.0)","(file-level) LILYPOND-REF: lily/skyline.cc:32-46, 98-176 Building struct","Yellow"
"Svg/Layout/AccidentalPlacement.cs","58","0.2","public double Padding { get; init; } = 0.2;","LILYPOND-REF: accidental-placement.cc:398,505 (hardcoded 0.2)</remarks>","Green"
"Svg/Layout/AccidentalPlacement.cs","62","0.15","public double RightPadding { get; init; } = 0.15;","LILYPOND-REF: accidental-placement.cc:398,505 (hardcoded 0.2)</remarks>","Green"
"Svg/Layout/AccidentalPlacement.cs","66","0.1","public double HorizonPadding { get; init; } = 0.1;","LILYPOND-REF: define-grobs.scm:84 AccidentalPlacement.right-padding</remarks>","Green"
"Svg/Layout/AccidentalPlacement.cs","169","2.0","double yCenterSS = n.StaffPosition / 2.0;","(file-level) LILYPOND-REF: lily/accidental.cc:130-166","Yellow"
"Svg/Layout/AccidentalPlacement.cs","206","2.0","double yCenterSS = n.StaffPosition / 2.0;","(file-level) LILYPOND-REF: lily/accidental.cc:130-166","Yellow"
"Svg/Layout/AccidentalPlacement.cs","280","0.375","double overlap = Math.Min(entry.Width, placed.Width) * 0.375;","(file-level) LILYPOND-REF: lily/accidental.cc:130-166","Yellow"
"Svg/Layout/AccidentalPlacement.cs","324","1.0","const double proximityThreshold = 1.0; // staff spaces","(file-level) LILYPOND-REF: lily/accidental.cc:130-166","Yellow"
"Svg/Layout/NoteCollision.cs","151","0.52","public double CloseHalfShift { get; init; } = 0.52;","LILYPOND-REF: lily/note-collision.cc:323 close_half_collide","Green"
"Svg/Layout/NoteCollision.cs","159","0.4","public double DistantHalfShift { get; init; } = 0.4;","LILYPOND-REF: lily/note-collision.cc:325 distant_half_collide","Green"
"Svg/Layout/NoteCollision.cs","167","0.5","public double FullCollideShift { get; init; } = 0.5;","LILYPOND-REF: lily/note-collision.cc:321 full_collide","Green"
"Svg/Layout/NoteCollision.cs","175","0.65","public double TouchShift { get; init; } = 0.65;","LILYPOND-REF: lily/note-collision.cc:317 stem_to_stem","Green"
"Svg/Layout/NoteCollision.cs","185","0.17","public double MeshingGeneralShift { get; init; } = 0.17;","LILYPOND-REF: lily/note-collision.cc:180-230 check_meshing_chords()","Green"
"Svg/Layout/NoteCollision.cs","195","0.1","public double MeshingDottedShift { get; init; } = 0.1;","LILYPOND-REF: lily/note-collision.cc:180-230 check_meshing_chords()","Green"
"Svg/Layout/NoteCollision.cs","369","1.0","shiftAmount = 1.0;","","Red"
"Svg/Layout/BeamScoringProblem.cs","73","2.0","private const double StaffRadius = 2.0;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","127","0.48","_beamThickness = EngravingDefaults.BeamThickness;  // 0.48 staff spaces","LILYPOND-REF: lily/beam-quanting.cc:236-238","Green"
"Svg/Layout/BeamScoringProblem.cs","128","0.13","_lineThickness = EngravingDefaults.StaffLineThickness;  // 0.13 staff spaces","LILYPOND-REF: lily/beam-quanting.cc:236-238","Green"
"Svg/Layout/BeamScoringProblem.cs","130","3.5","_idealStemLength = EngravingDefaults.IdealStemLength;  // 3.5 staff spaces","LILYPOND-REF: lily/beam-quanting.cc:236-238","Green"
"Svg/Layout/BeamScoringProblem.cs","131","2.5","_minStemLength = EngravingDefaults.MinStemLength;      // 2.5 staff spaces","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","219","0.001","if (ideals.Count == 1 || _xSpan < 0.001)","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","236","0.001","if (Math.Abs(dy) > 0.001)","LILYPOND-REF: lily/beam-quanting.cc:470-489 set_minimum_dy()","Green"
"Svg/Layout/BeamScoringProblem.cs","239","1.0, 0.5","double inter = 1.0; // 0.5 staff spaces = 1 staff position","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","240","1.0","double hang = (1.0 - (_beamThickness - _lineThickness) / 2) * 2;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","275","10","if (Math.Abs(denom) < 1e-10)","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","295","0.001","double slope = _xSpan > 0.001 ? (rightY - leftY) / _xSpan : 0;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","332","10000, 10000","if (concaveness >= 10000 || damping >= 10000)","LILYPOND-REF: lily/beam-quanting.cc:757-762","Green"
"Svg/Layout/BeamScoringProblem.cs","344","0.001","double slope = (_xSpan > 0.001) ? dy / _xSpan : 0;","LILYPOND-REF: lily/beam-quanting.cc:770","Green"
"Svg/Layout/BeamScoringProblem.cs","347","0.6","slope = 0.6 * Math.Tanh(slope) / (damping + concaveness);","LILYPOND-REF: lily/beam-quanting.cc:770","Green"
"Svg/Layout/BeamScoringProblem.cs","373","10000","return 10000;","LILYPOND-REF: lily/beam-quanting.cc:733-737","Green"
"Svg/Layout/BeamScoringProblem.cs","438","0.0","double concaveness = 0.0;","LILYPOND-REF: lily/beam-quanting.cc:671-692","Green"
"Svg/Layout/BeamScoringProblem.cs","443","0.0","concaveness += Math.Max(beamDir * (positions[i] - lineY), 0.0);","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","448","0.001","if (Math.Abs(dy) > 0.001)","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","473","0.001","double slope = _xSpan > 0.001 ? beamDy / _xSpan : 0;","LILYPOND-REF: lily/beam-quanting.cc:794-812","Green"
"Svg/Layout/BeamScoringProblem.cs","537","0.0","double straddle = 0.0;","LILYPOND-REF: lily/beam-quanting.cc:908-912","Green"
"Svg/Layout/BeamScoringProblem.cs","539","0.5","double inter = 0.5;","LILYPOND-REF: lily/beam-quanting.cc:908-912","Green"
"Svg/Layout/BeamScoringProblem.cs","540","1.0","double hang = 1.0 - (_beamThickness - _lineThickness) / 2;","LILYPOND-REF: lily/beam-quanting.cc:908-912","Green"
"Svg/Layout/BeamScoringProblem.cs","544","2.0","double unquantedLeftSS = _unquantedLeftY / 2.0;","LILYPOND-REF: lily/beam-quanting.cc:927-932","Green"
"Svg/Layout/BeamScoringProblem.cs","545","2.0","double unquantedRightSS = _unquantedRightY / 2.0;","LILYPOND-REF: lily/beam-quanting.cc:927-932","Green"
"Svg/Layout/BeamScoringProblem.cs","567","2.0","double leftY = leftYSS * 2.0;","LILYPOND-REF: lily/beam-quanting.cc:161","Green"
"Svg/Layout/BeamScoringProblem.cs","568","2.0","double rightY = rightYSS * 2.0;","LILYPOND-REF: lily/beam-quanting.cc:166-167","Green"
"Svg/Layout/BeamScoringProblem.cs","575","1000.0","Demerits = startScore / 1000.0,","LILYPOND-REF: lily/beam-quanting.cc:166-167","Green"
"Svg/Layout/BeamScoringProblem.cs","639","1.5","double dem = ShrinkExtraWeight(diff, 1.5) * _parameters.IdealSlopeFactor;","LILYPOND-REF: lily/beam-quanting.cc:1231-1232","Green"
"Svg/Layout/BeamScoringProblem.cs","654","0.0","double dem = 0.0;","LILYPOND-REF: lily/beam-quanting.cc:1189-1200","Green"
"Svg/Layout/BeamScoringProblem.cs","659","0.001","if (Math.Abs(dy) < 0.001) // dy == 0 (horizontal candidate)","LILYPOND-REF: lily/beam-quanting.cc:1189-1200","Green"
"Svg/Layout/BeamScoringProblem.cs","661","0.001","if (Math.Abs(dampedDy / Math.Max(_xSpan, 0.001)) > _parameters.RoundToZeroSlope)","LILYPOND-REF: lily/beam-quanting.cc:1189-1200","Green"
"Svg/Layout/BeamScoringProblem.cs","687","0.0","* Math.Max(0.0, Math.Abs(dy) - Math.Abs(_musicalDy));","LILYPOND-REF: lily/beam-quanting.cc:1210-1211","Green"
"Svg/Layout/BeamScoringProblem.cs","707","0.001","if (Math.Abs(dy) < 0.001 && Math.Abs(config.LeftY) < StaffRadius * 2)","LILYPOND-REF: lily/beam-quanting.cc:1250-1251","Green"
"Svg/Layout/BeamScoringProblem.cs","711","2.0","double yInStaffSpaces = config.LeftY / 2.0;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","712","0.5","double yShifted = yInStaffSpaces - 0.5;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","714","0.01","if (Math.Abs(rounded - yShifted) < 0.01)","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","736","0.0","double dem = 0.0;","LILYPOND-REF: lily/beam-quanting.cc:1270-1271","Green"
"Svg/Layout/BeamScoringProblem.cs","743","2.0","double endYSS = endY / 2.0; // Convert staff positions → staff spaces","LILYPOND-REF: lily/beam-quanting.cc:1276-1325","Green"
"Svg/Layout/BeamScoringProblem.cs","748","2.2","double fudgeFactor = 2.2;","LILYPOND-REF: lily/beam-quanting.cc:1289-1297","Green"
"Svg/Layout/BeamScoringProblem.cs","762","1.0","for (double k = -StaffRadius; k <= StaffRadius + eps; k += 1.0)","LILYPOND-REF: lily/beam-quanting.cc:1303-1323","Green"
"Svg/Layout/BeamScoringProblem.cs","767","0.39","double fixedDemerit = 0.39;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","779","0.0","dem = 0.0;","LILYPOND-REF: lily/beam-quanting.cc:1329-1366","Green"
"Svg/Layout/BeamScoringProblem.cs","783","1.0","double hang = 1.0 - (_beamThickness - _lineThickness) / 2;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","788","2.0","double endYSS = endY / 2.0;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","791","0.5","&& Math.Abs(endYSS - _beamDir * _beamTranslation) < StaffRadius + 0.5)","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","801","0.5","&& Math.Abs(endYSS - 2 * _beamDir * _beamTranslation) < StaffRadius + 0.5)","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","838","0.001","double beamY = _xSpan > 0.001","LILYPOND-REF: lily/beam-quanting.cc:1130-1133","Green"
"Svg/Layout/BeamScoringProblem.cs","851","0.0","score[d] += limitPenalty * Math.Max(0.0, shortage);","LILYPOND-REF: lily/beam-quanting.cc:1139-1140","Green"
"Svg/Layout/BeamScoringProblem.cs","857","1.5","double idealScore = ShrinkExtraWeight(idealDiff, 1.5);","LILYPOND-REF: lily/beam-quanting.cc:1142-1143","Green"
"Svg/Layout/BeamScoringProblem.cs","863","1.1","idealScore = Math.Pow(idealScore, 1.1);","LILYPOND-REF: lily/beam-quanting.cc:1145-1149","Green"
"Svg/Layout/BeamScoringProblem.cs","879","10","totalScore *= 10;","LILYPOND-REF: lily/beam-quanting.cc — cross-staff beams get 10× penalty","Green"
"Svg/Layout/BeamScoringProblem.cs","897","0.0","double demerits = 0.0;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","916","0.0","dist = 0.0;","(file-level) LILYPOND-REF: lily/beam-quanting.cc (full file)","Yellow"
"Svg/Layout/BeamScoringProblem.cs","927","0.0, 0.001","double scaleFree = Math.Max(padding - dist, 0.0) / Math.Max(padding, 0.001);","LILYPOND-REF: lily/beam-quanting.cc:1390-1394","Green"
"Svg/Layout/BeamScoringProblem.cs","950","1.0","return Math.Abs(x) * (x < 0 ? fac : 1.0);","LILYPOND-REF: lily/beam-quanting.cc:128-132 shrink_extra_weight()","Green"
"Svg/Layout/BeamConfiguration.cs","45","0.0","Demerits = 0.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_configuration struct","Yellow"
"Svg/Layout/BeamConfiguration.cs","71","0.0","return 0.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_configuration struct","Yellow"
