"File","Line","Literals","Text","NearbyRef","Decision"
"Svg/EngravingDefaults.cs","43","0.25","public const double BeamSpacing = 0.25;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","45","2.0, 2.0","public const double BeamTranslation = (2.0 + LineThickness - BeamThickness) / 2.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","47","1.0","public const double BeamletLength = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","50","0.16","public const double ThinBarlineThickness = 0.16;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","51","0.5","public const double ThickBarlineThickness = 0.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","52","0.4","public const double BarlineSeparation = 0.4;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","53","0.16","public const double RepeatBarlineDotSeparation = 0.16;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","56","0.1","public const double SlurEndpointThickness = 0.1;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","57","0.22","public const double SlurMidpointThickness = 0.22;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","58","0.1","public const double TieEndpointThickness = 0.1;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","59","0.22","public const double TieMidpointThickness = 0.22;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","62","0.16","public const double HairpinThickness = 0.16;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","63","0.16","public const double TupletBracketThickness = 0.16;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","64","0.5","public const double BracketThickness = 0.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","68","0.0","public const double RestCenterPosition = 0.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","70","2.0","public const double RestExtent = 2.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","72","1.0","public const double RestBeamMinDistance = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","74","0.1","public const double RestShiftThreshold = 0.1;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","78","1.2","public const double FlagWidth = 1.2;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","80","2.5","public const double FlagBaseHeight = 2.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","82","0.5","public const double FlagHeightIncrement = 0.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","86","1.600","public const double NoteheadWholeWidth = 1.600;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","87","1.376","public const double NoteheadHalfWidth = 1.376;","LILYPOND-REF: lily/stem.cc — stem attaches at notehead extent RIGHT edge","Green"
"Svg/EngravingDefaults.cs","88","1.304","public const double NoteheadBlackWidth = 1.304;","LILYPOND-REF: lily/stem.cc — stem attaches at notehead extent RIGHT edge","Green"
"Svg/EngravingDefaults.cs","89","2.296","public const double NoteheadDoubleWholeWidth = 2.296;","LILYPOND-REF: lily/stem.cc — stem attaches at notehead extent RIGHT edge","Green"
"Svg/EngravingDefaults.cs","93","1.304","public const double StemUpAttachX = 1.304;  // = NoteheadBlackWidth (default for filled noteheads)","LILYPOND-REF: lily/stem.cc — stem attaches at notehead extent RIGHT edge","Green"
"Svg/EngravingDefaults.cs","94","0.168","public const double StemUpAttachY = 0.168;","LILYPOND-REF: lily/stem.cc — stem attaches at notehead extent RIGHT edge","Green"
"Svg/EngravingDefaults.cs","95","0.0","public const double StemDownAttachX = 0.0;","LILYPOND-REF: lily/stem.cc — stem attaches at notehead extent RIGHT edge","Green"
"Svg/EngravingDefaults.cs","96","0.168","public const double StemDownAttachY = -0.168;","LILYPOND-REF: lily/stem.cc — stem attaches at notehead extent RIGHT edge","Green"
"Svg/EngravingDefaults.cs","101","0.5","public const double NoteheadHalfHeight = 0.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","103","1.0","public const double NoteheadHeight = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","107","1.0","public const double RestHeight = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","109","1.0","public const double RestWidth = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","113","0.3","public const double DotGap = 0.3;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","117","0.2","public const double RepeatDotRadius = 0.2;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","119","1.5","public const double RepeatDotPosition1 = 1.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","121","2.5","public const double RepeatDotPosition2 = 2.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","130","1.2","public const double SpacingIncrement = 1.2;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","134","4.2","public const double ClefToTimeSignatureSpace = 4.2;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","136","5.0","public const double ClefToFirstNoteSpace = 5.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","138","1.0","public const double ClefToNextNoteSpace = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","142","2.0","public const double TimeSignatureToFirstNoteSpace = 2.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","144","0.5","public const double TimeSignatureToRightEdgeSpace = 0.5;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","148","1.3","public const double BarLineToFirstNoteSpace = 1.3;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","150","1.0","public const double BarLineToClefSpace = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","154","9.0","public const double StaffStaffBasicDistance = 9.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","156","7.0","public const double StaffStaffMinimumDistance = 7.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","158","1.0","public const double StaffStaffPadding = 1.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","165","2.0","public const double ShortestDurationSpace = 2.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","171","0.125","public const double BaseShortestDuration = 0.125; // 1/8","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","174","10.0","public const double MaxStiffness = 10.0;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","178","0.6","public const double RepeatDotsOffset = 0.6;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","182","0.12","public const double TieRenderThickness = 0.12;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","184","0.15","public const double SlurRenderThickness = 0.15;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","191","0.25","public const double TieMidThickness = 0.25;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingDefaults.cs","194","0.30","public const double SlurMidThickness = 0.30;","(file-level) LILYPOND-REF: lily/spacing-options.cc:52-63 Spacing_options constructor (defaults)","Yellow"
"Svg/EngravingRules.cs","33","3.5","public const double StandardStemLength = 3.5;","LILYPOND-REF: scm/define-grobs.scm Stem.length default 3.5.</remarks>","Green"
"Svg/EngravingRules.cs","40","2.5","public const double MinimumStemLength = 2.5;","LILYPOND-REF: scm/define-grobs.scm Stem property defaults; LP also uses","Green"
"Svg/EngravingRules.cs","51","2.0","private const double ShortestDurationSpace = 2.0;","(file-level) LILYPOND-REF: scm/define-grobs.scm Stem / SpacingSpanner / NonMusicalPaperColumn","Yellow"
"Svg/EngravingRules.cs","52","1.2","private const double SpacingIncrement = 1.2;","(file-level) LILYPOND-REF: scm/define-grobs.scm Stem / SpacingSpanner / NonMusicalPaperColumn","Yellow"
"Svg/EngravingRules.cs","64","1.0","if (ratio < 1.0)","(file-level) LILYPOND-REF: scm/define-grobs.scm Stem / SpacingSpanner / NonMusicalPaperColumn","Yellow"
"Svg/EngravingRules.cs","78","1.5","public const double MinimumNoteSpacing = 1.5;","LILYPOND-REF: lily/note-spacing.cc minimum-distance derivation.</remarks>","Green"
"Svg/EngravingRules.cs","88","1.3","public const double SpaceAfterBarline = 1.3;","LILYPOND-REF: scm/define-grobs.scm BarLine.space-alist (first-note ~1.3 ss).</remarks>","Green"
"Svg/EngravingRules.cs","92","1.0","public const double SpaceAfterClef = 1.0;","LILYPOND-REF: scm/define-grobs.scm BarLine.space-alist (first-note ~1.3 ss).</remarks>","Green"
"Svg/EngravingRules.cs","96","2.0","public const double SpaceAfterTimeSignature = 2.0;","LILYPOND-REF: scm/define-grobs.scm Clef.space-alist (first-note 1.0 ss).</remarks>","Green"
"Svg/EngravingRules.cs","100","2.5","public const double SpaceAfterKeySignature = 2.5;","LILYPOND-REF: scm/define-grobs.scm TimeSignature.space-alist (first-note 2.0 ss).</remarks>","Green"
"Svg/PaperSettings.cs","25","210, 297","A4,      // 210 x 297 mm (default)","","Red"
"Svg/PaperSettings.cs","26","148, 210","A5,      // 148 x 210 mm","","Red"
"Svg/PaperSettings.cs","27","215.9, 279.4, 8.5, 11","Letter,  // 215.9 x 279.4 mm (8.5 x 11 in)","","Red"
"Svg/PaperSettings.cs","28","215.9, 355.6, 8.5, 14","Legal,   // 215.9 x 355.6 mm (8.5 x 14 in)","","Red"
"Svg/PaperSettings.cs","29","176, 250","B5,      // 176 x 250 mm","","Red"
"Svg/PaperSettings.cs","39","0.3528, 0.3528","public const double MmPerPoint = 0.3528; // 1 pt = 0.3528 mm","","Red"
"Svg/PaperSettings.cs","40","25.4","public const double MmPerInch = 25.4;","","Red"
"Svg/PaperSettings.cs","41","72.0","public const double PointsPerInch = 72.0;","","Red"
"Svg/PaperSettings.cs","44","210.0","private const double ReferenceWidth = 210.0;  // A4 width in mm","","Red"
"Svg/PaperSettings.cs","45","297.0","private const double ReferenceHeight = 297.0; // A4 height in mm","","Red"
"Svg/PaperSettings.cs","50","210.0","public double PaperWidth { get; set; } = 210.0;","","Red"
"Svg/PaperSettings.cs","55","297.0","public double PaperHeight { get; set; } = 297.0;","","Red"
"Svg/PaperSettings.cs","60","10.0","public double TopMargin { get; set; } = 10.0;","","Red"
"Svg/PaperSettings.cs","65","10.0","public double BottomMargin { get; set; } = 10.0;","","Red"
"Svg/PaperSettings.cs","70","15.0","public double LeftMargin { get; set; } = 15.0;","","Red"
"Svg/PaperSettings.cs","75","15.0","public double RightMargin { get; set; } = 15.0;","","Red"
"Svg/PaperSettings.cs","80","15.0","public double Indent { get; set; } = 15.0;","","Red"
"Svg/PaperSettings.cs","85","0.0","public double ShortIndent { get; set; } = 0.0;","","Red"
"Svg/PaperSettings.cs","95","15.0","public double InnerMargin { get; set; } = 15.0;","","Red"
"Svg/PaperSettings.cs","100","15.0","public double OuterMargin { get; set; } = 15.0;","","Red"
"Svg/PaperSettings.cs","105","5.0","public double BindingOffset { get; set; } = 5.0;","","Red"
"Svg/PaperSettings.cs","110","20.0","public double StaffSize { get; set; } = 20.0;","","Red"
"Svg/PaperSettings.cs","115","4.0","public double StaffSpace => StaffSize / 4.0;","","Red"
"Svg/PaperSettings.cs","148","210.0, 297.0","PaperSize.A4 => (210.0, 297.0),","","Red"
"Svg/PaperSettings.cs","149","148.0, 210.0","PaperSize.A5 => (148.0, 210.0),","","Red"
"Svg/PaperSettings.cs","150","215.9, 279.4","PaperSize.Letter => (215.9, 279.4),","","Red"
"Svg/PaperSettings.cs","151","215.9, 355.6","PaperSize.Legal => (215.9, 355.6),","","Red"
"Svg/PaperSettings.cs","152","176.0, 250.0","PaperSize.B5 => (176.0, 250.0),","","Red"
"Svg/PaperSettings.cs","153","210.0, 297.0","_ => (210.0, 297.0)","","Red"
"Svg/PaperSettings.cs","167","10.0","TopMargin = 10.0 * heightRatio;","","Red"
"Svg/PaperSettings.cs","168","10.0","BottomMargin = 10.0 * heightRatio;","","Red"
"Svg/PaperSettings.cs","171","15.0","LeftMargin = 15.0 * widthRatio;","","Red"
"Svg/PaperSettings.cs","172","15.0","RightMargin = 15.0 * widthRatio;","","Red"
"Svg/PaperSettings.cs","173","15.0","Indent = 15.0 * widthRatio;","","Red"
"Svg/PaperSettings.cs","174","15.0","InnerMargin = 15.0 * widthRatio;","","Red"
"Svg/PaperSettings.cs","175","15.0","OuterMargin = 15.0 * widthRatio;","","Red"
"Svg/PaperSettings.cs","176","5.0","BindingOffset = 5.0 * widthRatio;","","Red"
"Svg/SpacingSettings.cs","77","12, 60","= new(basicDistance: 12, minimumDistance: 8, padding: 1, stretchability: 60);","","Red"
"Svg/SpacingSettings.cs","84","14, 120","= new(basicDistance: 14, minimumDistance: 8, padding: 1, stretchability: 120);","","Red"
"Svg/SpacingSettings.cs","91","0.5, 30","= new(basicDistance: 5, padding: 0.5, stretchability: 30);","","Red"
"Svg/SpacingSettings.cs","98","12, 0.5, 60","= new(basicDistance: 12, padding: 0.5, stretchability: 60);","","Red"
"Svg/SpacingSettings.cs","105","0.5","= new(basicDistance: 1, padding: 0.5);","","Red"
"Svg/SpacingSettings.cs","126","30","= new(basicDistance: 1, minimumDistance: 0, padding: 1, stretchability: 30);","","Red"
"Svg/SpacingSettings.cs","202","1.0","InverseStretchStrength = length > 0 ? length : 1.0;","","Red"
"Svg/SpacingSettings.cs","203","1.0","InverseCompressStrength = length > 0 ? length : 1.0;","","Red"
"Svg/SpacingSettings.cs","317","1.0","public double InverseHooke { get; set; } = 1.0;","","Red"
"Svg/SpacingSettings.cs","386","0.0","return Math.Max(0.0, space - refpointDist);","","Yellow"
"Svg/Layout/GlyphMetrics.cs","54","0.544, 1.304, 0.544","public static readonly BBox NoteheadBlack = new(0, -0.544, 1.304, 0.544);","","Red"
"Svg/Layout/GlyphMetrics.cs","58","0.544, 1.376, 0.544","public static readonly BBox NoteheadHalf = new(0, -0.544, 1.376, 0.544);","","Red"
"Svg/Layout/GlyphMetrics.cs","62","0.544, 1.600, 0.544","public static readonly BBox NoteheadWhole = new(0, -0.544, 1.600, 0.544);","","Red"
"Svg/Layout/GlyphMetrics.cs","72","1.304, 0.168","public static readonly Anchor StemUpSE = new(1.304, 0.168);","LILYPOND-REF: lily/stem.cc — stem attaches at notehead.extent(X_AXIS)[RIGHT]","Green"
"Svg/Layout/GlyphMetrics.cs","75","0.168","public static readonly Anchor StemDownNW = new(0, -0.168);","","Red"
"Svg/Layout/GlyphMetrics.cs","80","1.392, 0.996, 1.4","public static readonly BBox AccidentalSharp = new(0, -1.392, 0.996, 1.4);","","Red"
"Svg/Layout/GlyphMetrics.cs","83","0.7, 0.904, 1.756","public static readonly BBox AccidentalFlat = new(0, -0.7, 0.904, 1.756);","","Red"
"Svg/Layout/GlyphMetrics.cs","86","1.34, 0.672, 1.364","public static readonly BBox AccidentalNatural = new(0, -1.34, 0.672, 1.364);","","Red"
"Svg/Layout/GlyphMetrics.cs","89","0.5, 0.988, 0.508","public static readonly BBox AccidentalDoubleSharp = new(0, -0.5, 0.988, 0.508);","","Red"
"Svg/Layout/GlyphMetrics.cs","92","0.7, 1.644, 1.748","public static readonly BBox AccidentalDoubleFlat = new(0, -0.7, 1.644, 1.748);","","Red"
"Svg/Layout/GlyphMetrics.cs","102","0.6","public const double AccidentalParenWidth = 0.6;","LILYPOND-REF: mf/feta-parenthesis.mf — set_char_box(0, .5*ss + slt, ss, ss)","Green"
"Svg/Layout/GlyphMetrics.cs","109","0.20, 0.20, 0.20, 0.20","public static readonly BBox ArticStaccato = new(-0.20, -0.20, 0.20, 0.20);","LILYPOND-REF: mf/feta-scripts.mf glyph definitions with set_char_box","Green"
"Svg/Layout/GlyphMetrics.cs","113","0.75, 0.42, 0.75, 0.42","public static readonly BBox ArticAccent = new(-0.75, -0.42, 0.75, 0.42);","LILYPOND-REF: feta-scripts.mf:628-637 radius# = 0.20 * staff_space#</remarks>","Green"
"Svg/Layout/GlyphMetrics.cs","117","0.60, 0.10, 0.60, 0.10","public static readonly BBox ArticTenuto = new(-0.60, -0.10, 0.60, 0.10);","LILYPOND-REF: feta-scripts.mf:607-615 set_char_box(0.75, 0.75, 0.42, 0.42)</remarks>","Green"
"Svg/Layout/GlyphMetrics.cs","121","0.50, 0.0, 0.50, 1.10","public static readonly BBox ArticMarcatoAbove = new(-0.50, 0.0, 0.50, 1.10);","LILYPOND-REF: feta-scripts.mf:665-674 set_char_box(.6, .6, thick#/2, thick#/2)</remarks>","Green"
"Svg/Layout/GlyphMetrics.cs","125","0.50, 1.10, 0.50, 0.0","public static readonly BBox ArticMarcatoBelow = new(-0.50, -1.10, 0.50, 0.0);","LILYPOND-REF: feta-scripts.mf:704-746 set_char_box(0.5, 0.5, 0, 1.1)</remarks>","Green"
"Svg/Layout/GlyphMetrics.cs","130","0.2, 0.4, 0.2","public static readonly BBox AugmentationDot = new(0, -0.2, 0.4, 0.2);","","Red"
"Svg/Layout/GlyphMetrics.cs","135","0.4","public const double LegerLineExtension = 0.4;","","Red"
"Svg/Layout/GlyphMetrics.cs","138","0.16","public const double LegerLineThickness = 0.16;","","Red"
"Svg/Layout/GlyphMetrics.cs","141","0.13","public const double StaffLineThickness = 0.13;","","Red"
"Svg/Layout/GlyphMetrics.cs","144","0.12","public const double StemThickness = 0.12;","","Red"
"Svg/Layout/GlyphMetrics.cs","147","0.16","public const double ThinBarlineThickness = 0.16;","","Red"
"Svg/Layout/GlyphMetrics.cs","155","0.2","public const double AccidentalNoteGap = 0.2;","","Red"
"Svg/Layout/GlyphMetrics.cs","160","0.4","public const double MinItemGap = 0.4;","","Red"
"Svg/Layout/GlyphMetrics.cs","165","0.8","public const double BarlinePadding = 0.8;","LILYPOND-REF: scm/define-grobs.scm:810-819 Clef space-alist","Green"
"Svg/Layout/GlyphMetrics.cs","178","2.564","public const double GClefWidth = 2.564;","","Red"
"Svg/Layout/GlyphMetrics.cs","183","2.680","public const double FClefWidth = 2.680;","","Red"
"Svg/Layout/GlyphMetrics.cs","188","2.720","public const double CClefWidth = 2.720;","LILYPOND-REF: lily/clef.cc:29-52 — ""_change"" suffix glyphs are ~75% of full size","Green"
"Svg/Layout/GlyphMetrics.cs","196","0.75","public const double GClefChangeWidth = GClefWidth * 0.75;","LILYPOND-REF: lily/clef.cc:29-52 — ""_change"" suffix glyphs are ~75% of full size","Green"
"Svg/Layout/GlyphMetrics.cs","201","0.75","public const double FClefChangeWidth = FClefWidth * 0.75;","LILYPOND-REF: C clef has no separate _change glyph in Emmentaler; drawn at reduced font-size.","Green"
"Svg/Layout/GlyphMetrics.cs","207","0.75","public const double CClefChangeWidth = CClefWidth * 0.75;","LILYPOND-REF: C clef has no separate _change glyph in Emmentaler; drawn at reduced font-size.","Green"
"Svg/Layout/GlyphMetrics.cs","213","0.5","public const double ClefChangePadding = 0.5;","LILYPOND-REF: scm/define-grobs.scm:800-834 — Clef space-alist","Green"
"Svg/Layout/GlyphMetrics.cs","219","3.5","public const double ClefToKeySignatureSpace = 3.5;","LILYPOND-REF: scm/define-grobs.scm:815 (key-signature . (minimum-space . 3.5))","Green"
"Svg/Layout/GlyphMetrics.cs","225","4.2","public const double ClefToTimeSignatureSpace = 4.2;","LILYPOND-REF: scm/define-grobs.scm:816 (time-signature . (minimum-space . 4.2))","Green"
"Svg/Layout/GlyphMetrics.cs","231","5.0","public const double ClefToFirstNoteSpace = 5.0;","LILYPOND-REF: scm/define-grobs.scm:817 (first-note . (minimum-fixed-space . 5.0))","Green"
"Svg/Layout/GlyphMetrics.cs","237","1.15","public const double KeySignatureToTimeSignatureSpace = 1.15;","LILYPOND-REF: scm/define-grobs.scm:1834 (time-signature . (extra-space . 1.15))","Green"
"Svg/Layout/GlyphMetrics.cs","243","2.5","public const double KeySignatureToFirstNoteSpace = 2.5;","LILYPOND-REF: scm/define-grobs.scm:1839 (first-note . (fixed-space . 2.5))","Green"
"Svg/Layout/GlyphMetrics.cs","249","2.0","public const double TimeSignatureToFirstNoteSpace = 2.0;","LILYPOND-REF: scm/define-grobs.scm:3599 (first-note . (fixed-space . 2.0))","Green"
"Svg/Layout/GlyphMetrics.cs","258","1.1","public const double KeySignatureSharpWidth = 1.1;","","Red"
"Svg/Layout/GlyphMetrics.cs","263","0.8","public const double KeySignatureFlatWidth = 0.8;","","Red"
"Svg/Layout/GlyphMetrics.cs","269","0.8","public const double KeySignatureNaturalWidth = 0.8;","","Red"
"Svg/Layout/GlyphMetrics.cs","292","1.464","0 => 1.464,  // fattened.zero","","Red"
"Svg/Layout/GlyphMetrics.cs","293","1.292","1 => 1.292,  // fattened.one","","Red"
"Svg/Layout/GlyphMetrics.cs","294","1.464","2 => 1.464,  // fattened.two","","Red"
"Svg/Layout/GlyphMetrics.cs","295","1.332","3 => 1.332,  // fattened.three","","Red"
"Svg/Layout/GlyphMetrics.cs","296","1.600","4 => 1.600,  // fattened.four","","Red"
"Svg/Layout/GlyphMetrics.cs","297","1.348","5 => 1.348,  // fattened.five","","Yellow"
"Svg/Layout/GlyphMetrics.cs","298","1.356","6 => 1.356,  // fattened.six","","Yellow"
"Svg/Layout/GlyphMetrics.cs","299","1.288","7 => 1.288,  // fattened.seven","","Yellow"
"Svg/Layout/GlyphMetrics.cs","300","1.464","8 => 1.464,  // fattened.eight","","Yellow"
"Svg/Layout/GlyphMetrics.cs","301","1.356","9 => 1.356,  // fattened.nine","","Yellow"
"Svg/Layout/GlyphMetrics.cs","302","1.464","_ => 1.464   // fallback to widest common digit","","Yellow"
"Svg/Layout/GlyphMetrics.cs","333","3.241, 1.056, 0.035","public static readonly BBox Flag8thUp = new(0, -3.241, 1.056, 0.035);","","Red"
"Svg/Layout/GlyphMetrics.cs","336","0.058, 1.224, 3.233","public static readonly BBox Flag8thDown = new(0, -0.058, 1.224, 3.233);","","Red"
"Svg/Layout/GlyphMetrics.cs","339","3.252, 1.116, 0.008","public static readonly BBox Flag16thUp = new(0, -3.252, 1.116, 0.008);","","Red"
"Svg/Layout/GlyphMetrics.cs","342","0.036, 1.164, 3.248","public static readonly BBox Flag16thDown = new(0, -0.036, 1.164, 3.248);","","Red"
"Svg/Layout/GlyphMetrics.cs","354","16","(16, true) => Flag16thUp,","","Yellow"
"Svg/Layout/GlyphMetrics.cs","355","16","(16, false) => Flag16thDown,","","Yellow"
"Svg/Layout/GlyphMetrics.cs","357","32","(>= 32, true) => Flag16thUp,","","Yellow"
"Svg/Layout/GlyphMetrics.cs","358","32","(>= 32, false) => Flag16thDown,","","Yellow"
"Svg/EmmentalerGlyphs.cs","155","16, 32, 64, 128","16 => Rest16th, 32 => Rest32nd, 64 => Rest64th, 128 => Rest128th,","(file-level) LILYPOND-REF: lily/clef.cc:29-52 — calc_glyph_name appends ""_change"" suffix","Yellow"
"Svg/EmmentalerGlyphs.cs","169","16","16 => stemUp ? Flag16thUp : Flag16thDown,","(file-level) LILYPOND-REF: lily/clef.cc:29-52 — calc_glyph_name appends ""_change"" suffix","Yellow"
"Svg/EmmentalerGlyphs.cs","170","32","32 => stemUp ? Flag32ndUp : Flag32ndDown,","(file-level) LILYPOND-REF: lily/clef.cc:29-52 — calc_glyph_name appends ""_change"" suffix","Yellow"
"Svg/EmmentalerGlyphs.cs","171","64","64 => stemUp ? Flag64thUp : Flag64thDown,","(file-level) LILYPOND-REF: lily/clef.cc:29-52 — calc_glyph_name appends ""_change"" suffix","Yellow"
"Svg/EmmentalerGlyphs.cs","172","128","128 => stemUp ? Flag128thUp : Flag128thDown,","(file-level) LILYPOND-REF: lily/clef.cc:29-52 — calc_glyph_name appends ""_change"" suffix","Yellow"
